deck,deck-href,hero,card,rating
"Trapmaster Control Hunter","http://www.hearthpwn.com/decks/179917-trapmaster-control-hunter","Hunter Cards","Stampeding Kodo

× 2","+3"
"Openhand Value Controladin","http://www.hearthpwn.com/decks/178226-openhand-value-controladin","Paladin Cards","Blessing of Kings

× 1","+6"
"Dennis' Viable Reincarnate Deck(Now with guide!)","http://www.hearthpwn.com/decks/201865-dennis-viable-reincarnate-deck-now-with-guide","Shaman Cards","Flametongue Totem

× 2","+6"
"[combo] Mom's Spaghetti","http://www.hearthpwn.com/decks/197497-combo-moms-spaghetti","Shaman Cards","Big Game Hunter

× 1","+3"
"[GUIDE] Feeling Comfortable - How To Make the Oil Rogue Suit Your Style","http://www.hearthpwn.com/decks/200948-guide-feeling-comfortable-how-to-make-the-oil","Rogue Cards","Kezan Mystic

× 1","+142"
"Grinder Mage","http://www.hearthpwn.com/decks/174793-grinder-mage","Mage Cards","Polymorph

× 1","+13"
"Lust for Elements - Top 100 NA Shaman Deck - Meta Breaker - Video Included","http://www.hearthpwn.com/decks/202275-lust-for-elements-top-100-na-shaman-deck-meta","Shaman Cards","Haunted Creeper

× 2","+5"
"Kolento's Druid - The Pinnacle 3","http://www.hearthpwn.com/decks/202429-kolentos-druid-the-pinnacle-3","Druid Cards","Cenarius

× 1","+4"
"Darkwonyx ESL Legendary Series Token Druid","http://www.hearthpwn.com/decks/200044-darkwonyx-esl-legendary-series-token-druid","Druid Cards","Keeper of the Grove

× 2","+3"
"Double Combo Druid","http://www.hearthpwn.com/decks/106813-double-combo-druid","Druid Cards","Dr. Boom

× 1","+3"
"Savjz Demon Lock","http://www.hearthpwn.com/decks/190100-savjz-demon-lock","Warlock Cards","Mal'Ganis

× 1","+12"
"StepRogue","http://www.hearthpwn.com/decks/155508-steprogue","Rogue Cards","Sabotage

× 1","+3"
"Firebat's Oil rogue","http://www.hearthpwn.com/decks/129626-firebats-oil-rogue","Rogue Cards","Sap

× 2","+11"
"Miracle Rogue","http://www.hearthpwn.com/decks/62328-miracle-rogue","Rogue Cards","Earthen Ring Farseer

× 2","+3"
"Shamalyan Twist","http://www.hearthpwn.com/decks/185448-shamalyan-twist","Shaman Cards","Hex

× 2","+5"
"Overly attached Pally","http://www.hearthpwn.com/decks/200571-overly-attached-pally","Paladin Cards","Big Game Hunter

× 1","+6"
"Nalguidan - Top 50 NA Weapon Warrior","http://www.hearthpwn.com/decks/173389-nalguidan-top-50-na-weapon-warrior","Warrior Cards","Captain Greenskin

× 1","+126"
"[LEGEND 666] Warrior of the beast","http://www.hearthpwn.com/decks/199614-legend-666-warrior-of-the-beast","Warrior Cards","Alexstrasza

× 1","+3"
"Daniel control mage","http://www.hearthpwn.com/decks/129413-daniel-control-mage","Mage Cards","Sludge Belcher

× 2","+3"
"Sir Hobwisp Knight","http://www.hearthpwn.com/decks/185036-sir-hobwisp-knight","Paladin Cards","Blood Knight

× 2","+6"
"[30-5] WE WILL NEVER BE SLAVES !!!","http://www.hearthpwn.com/decks/194138-30-5-we-will-never-be-slaves","Warrior Cards","Grommash Hellscream

× 1","+40"
"[combo] Mom's Spaghetti","http://www.hearthpwn.com/decks/197497-combo-moms-spaghetti","Shaman Cards","Lightning Storm

× 2","+3"
"[Legend] Control Warrior of Doom","http://www.hearthpwn.com/decks/199034-legend-control-warrior-of-doom","Warrior Cards","Acolyte of Pain

× 2","+104"
"hl combo 24 dmg burst","http://www.hearthpwn.com/decks/201903-hl-combo-24-dmg-burst","Warlock Cards","Soulfire

× 2","+4"
"Openhand Value Controladin","http://www.hearthpwn.com/decks/178226-openhand-value-controladin","Paladin Cards","Equality

× 2","+6"
"LEGEND (S9) Fire & Dragon","http://www.hearthpwn.com/decks/126698-legend-s9-fire-dragon","Hunter Cards","Big Game Hunter

× 1","+9"
"[Legend] Control Warrior of Doom","http://www.hearthpwn.com/decks/199034-legend-control-warrior-of-doom","Warrior Cards","Ironbeak Owl

× 1","+104"
"Xixo's LEGEND hunter 80% winrate","http://www.hearthpwn.com/decks/186687-xixos-legend-hunter-80-winrate","Hunter Cards","Abusive Sergeant

× 2","+30"
"[Spark] Death Trap (Top 10 EU S7 & S8 + GvG Update)","http://www.hearthpwn.com/decks/105143-spark-death-trap-top-10-eu-s7-s8-gvg-update","Hunter Cards","Ironbeak Owl

× 1","+131"
"Windlord & Firelord BrotherHooD v2","http://www.hearthpwn.com/decks/123765-windlord-firelord-brotherhood-v2","Shaman Cards","Rockbiter Weapon

× 2","+5"
"Hobblin' To Victory","http://www.hearthpwn.com/decks/193089-hobblin-to-victory","Rogue Cards","Knife Juggler

× 2","+5"
"Kingbob's Beast Tempo Hunter","http://www.hearthpwn.com/decks/149581-kingbobs-beast-tempo-hunter","Hunter Cards","Houndmaster

× 2","+6"
"Funadin [low cost]","http://www.hearthpwn.com/decks/162474-funadin-low-cost","Paladin Cards","Consecration

× 2","+3"
"90% Winrate Legend Warrior Control","http://www.hearthpwn.com/decks/190896-90-winrate-legend-warrior-control","Warrior Cards","Big Game Hunter

× 1","+6"
"Illidan's Demonology","http://www.hearthpwn.com/decks/189537-illidans-demonology","Warlock Cards","Bane of Doom

× 1","+25"
"Kel'thuzad Token Druid","http://www.hearthpwn.com/decks/186636-kelthuzad-token-druid","Druid Cards","Grove Tender

× 1","+18"
"Rush Warrior","http://www.hearthpwn.com/decks/199901-rush-warrior","Warrior Cards","Fiery War Axe

× 2","+4"
"Stop Hitting Yourself - Miracle Control Priest","http://www.hearthpwn.com/decks/161242-stop-hitting-yourself-miracle-control-priest","Priest Cards","Circle of Healing

× 2","+4"
"Polimorphisme","http://www.hearthpwn.com/decks/201564-polimorphisme","Mage Cards","Recombobulator

× 2","+3"
"Anatak's Tempo Oil Rogue","http://www.hearthpwn.com/decks/65544-anataks-tempo-oil-rogue","Rogue Cards","Bloodmage Thalnos

× 1","+4"
"Ooze buff Aggro Deck","http://www.hearthpwn.com/decks/144096-ooze-buff-aggro-deck","Paladin Cards","Equality

× 2","+31"
"C Shot's Legend Ramp Druid Deck (S10)","http://www.hearthpwn.com/decks/158775-c-shots-legend-ramp-druid-deck-s10","Druid Cards","Big Game Hunter

× 1","+9"
"Hyped's Legend (NA&EU) Rank 3 and 4 Rogue","http://www.hearthpwn.com/decks/195209-hypeds-legend-na-eu-rank-3-and-4-rogue","Rogue Cards","Earthen Ring Farseer

× 1","+19"
"Post-Undertaker Nerf Zoo","http://www.hearthpwn.com/decks/183932-post-undertaker-nerf-zoo","Warlock Cards","Spider Tank

× 2","+4"
"Rothschild's Hunter","http://www.hearthpwn.com/decks/198100-rothschilds-hunter","Hunter Cards","Leeroy Jenkins

× 1","+4"
"Hobblin' To Victory","http://www.hearthpwn.com/decks/193089-hobblin-to-victory","Rogue Cards","Argent Squire

× 2","+5"
"Rothschild's Hunter","http://www.hearthpwn.com/decks/198100-rothschilds-hunter","Hunter Cards","Unleash the Hounds

× 2","+4"
"UberlyMaxxor's Gambler Deck","http://www.hearthpwn.com/decks/199385-uberlymaxxors-gambler-deck","Priest Cards","Piloted Shredder

× 2","+4"
"-DemonLock- From Kolento Senpai","http://www.hearthpwn.com/decks/193476-demonlock-from-kolento-senpai","Warlock Cards","Nerubian Egg

× 2","+40"
"Basic Mage vs Heroic Noth","http://www.hearthpwn.com/decks/183957-basic-mage-vs-heroic-noth","Mage Cards","Lord of the Arena

× 2","+3"
"Demon Zoo","http://www.hearthpwn.com/decks/197557-demon-zoo","Warlock Cards","Abusive Sergeant

× 2","+7"
"Secret Mage","http://www.hearthpwn.com/decks/188495-secret-mage","Mage Cards","Ethereal Arcanist

× 2","+5"
"Ignax's Control Mage","http://www.hearthpwn.com/decks/202189-ignaxs-control-mage","Mage Cards","Pyroblast

× 1","+3"
"[Aggro] 60%+ Win Rate S11 Mech Rush (No Antonidas)","http://www.hearthpwn.com/decks/189508-aggro-60-win-rate-s11-mech-rush-no-antonidas","Mage Cards","Piloted Shredder

× 2","+23"
"SpareHand Mage!","http://www.hearthpwn.com/decks/202015-sparehand-mage","Mage Cards","Antique Healbot

× 1","+4"
"Jaxfield's GVG Weaponlock","http://www.hearthpwn.com/decks/199759-jaxfields-gvg-weaponlock","Warlock Cards","Hellfire

× 1","+4"
"GvG Shadow Priest","http://www.hearthpwn.com/decks/133239-gvg-shadow-priest","Priest Cards","Circle of Healing

× 2","+3"
"Zalae's Warrior - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200771-zalaes-warrior-esl-legendary-series-winter-2014","Warrior Cards","Loatheb

× 1","+4"
"t6/backspace rogue for gvg meta","http://www.hearthpwn.com/decks/190246-t6-backspace-rogue-for-gvg-meta","Rogue Cards","Coldlight Oracle

× 2","+3"
"[Brodos] Top 50 Legend Druid ""2 Is Better Than 1""","http://www.hearthpwn.com/decks/159991-brodos-top-50-legend-druid-2-is-better-than-1","Druid Cards","Wild Growth

× 2","+131"
"Carribean Pirate Rogue","http://www.hearthpwn.com/decks/203458-carribean-pirate-rogue","Rogue Cards","Southsea Deckhand

× 1","+2"
"Stop Hitting Yourself - Miracle Control Priest","http://www.hearthpwn.com/decks/161242-stop-hitting-yourself-miracle-control-priest","Priest Cards","Shade of Naxxramas

× 1","+4"
"Typical Arena Mage","http://www.hearthpwn.com/decks/200872-typical-arena-mage","Mage Cards","Fireball

× 10","+3"
"All Suited Up","http://www.hearthpwn.com/decks/203051-all-suited-up","Warrior Cards","Gorehowl

× 1","+3"
"Orange Pinnacle 2","http://www.hearthpwn.com/decks/185869-orange-pinnacle-2","Rogue Cards","Eviscerate

× 2","+13"
"Echo Mage","http://www.hearthpwn.com/decks/197254-echo-mage","Mage Cards","Flamestrike

× 1","+3"
"[LEGEND] Savjz Paladin","http://www.hearthpwn.com/decks/189952-legend-savjz-paladin","Paladin Cards","Big Game Hunter

× 1","+4"
"Heavy Weapon Rouge (#2 Legend)","http://www.hearthpwn.com/decks/172987-heavy-weapon-rouge-2-legend","Rogue Cards","Captain Greenskin

× 1","+18"
"Blade Malygos  (Legend)","http://www.hearthpwn.com/decks/79447-blade-malygos-legend","Rogue Cards","Blade Flurry

× 2","+30"
"Turn 3 Dragons!","http://www.hearthpwn.com/decks/138536-turn-3-dragons","Shaman Cards","Sneed's Old Shredder

× 1","+5"
"[Demonlock] Your Flesh falls, your soul bows to me!","http://www.hearthpwn.com/decks/201068-demonlock-your-flesh-falls-your-soul-bows-to-me","Warlock Cards","Loatheb

× 1","+3"
"[Legend]Nasty - unique tempo paladin deck","http://www.hearthpwn.com/decks/197368-legend-nasty-unique-tempo-paladin-deck","Paladin Cards","Dr. Boom

× 1","+7"
"Oil v2","http://www.hearthpwn.com/decks/200802-oil-v2","Rogue Cards","Sap

× 2","+4"
"Chakki's Mage - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200792-chakkis-mage-esl-legendary-series-winter-2014-2015","Mage Cards","Ice Lance

× 2","+3"
"Reynad Freeze","http://www.hearthpwn.com/decks/197165-reynad-freeze","Mage Cards","Loot Hoarder

× 2","+3"
"[Tesla] Oil Rogue","http://www.hearthpwn.com/decks/186148-tesla-oil-rogue","Rogue Cards","Antique Healbot

× 1","+206"
"Ooze buff Aggro Deck","http://www.hearthpwn.com/decks/144096-ooze-buff-aggro-deck","Paladin Cards","Knife Juggler

× 2","+31"
"[Prince Tyiron] Mech Mages DO NOT stand a chance","http://www.hearthpwn.com/decks/197663-prince-tyiron-mech-mages-do-not-stand-a-chance","Hunter Cards","Eaglehorn Bow

× 2","+5"
"Kel'Thuzad for the win","http://www.hearthpwn.com/decks/165475-kelthuzad-for-the-win","Warrior Cards","Shieldmaiden

× 1","+3"
"KappaDin 80% win rate on mech mage meta","http://www.hearthpwn.com/decks/192392-kappadin-80-win-rate-on-mech-mage-meta","Paladin Cards","Blessing of Kings

× 2","+6"
"KappaDin 80% win rate on mech mage meta","http://www.hearthpwn.com/decks/192392-kappadin-80-win-rate-on-mech-mage-meta","Paladin Cards","Truesilver Champion

× 2","+6"
"Paladin Titans","http://www.hearthpwn.com/decks/85885-paladin-titans","Paladin Cards","Aldor Peacekeeper

× 2","+5"
"UberlyMaxxor's TheRogue","http://www.hearthpwn.com/decks/186210-uberlymaxxors-therogue","Rogue Cards","Loatheb

× 1","+4"
"GvG Control Hunter(Gahz'rilla)","http://www.hearthpwn.com/decks/124833-gvg-control-hunter-gahzrilla","Hunter Cards","Gahz'rilla

× 1","+3"
"Echo Mage","http://www.hearthpwn.com/decks/197254-echo-mage","Mage Cards","Big Game Hunter

× 1","+3"
"[Top 50 Legend] Spell's Apprentice","http://www.hearthpwn.com/decks/196314-top-50-legend-spells-apprentice","Mage Cards","Echo of Medivh

× 2","+18"
"[Spark] Demonic Zoo (S9)","http://www.hearthpwn.com/decks/129065-spark-demonic-zoo-s9","Warlock Cards","Void Terror

× 1","+140"
"[EU LEGEND] The Maximum Huntard Experience by Confidant","http://www.hearthpwn.com/decks/185876-eu-legend-the-maximum-huntard-experience-by","Hunter Cards","Explosive Trap

× 2","+14"
"OTK Wombolock 2.0","http://www.hearthpwn.com/decks/184350-otk-wombolock-2-0","Warlock Cards","Recombobulator

× 1","+29"
"[Spark] Tempo Miracle (S10)","http://www.hearthpwn.com/decks/154662-spark-tempo-miracle-s10","Rogue Cards","Edwin VanCleef

× 1","+76"
"Frabege's Legendary Taunty Druid 2.0","http://www.hearthpwn.com/decks/193146-frabeges-legendary-taunty-druid-2-0","Druid Cards","Sunwalker

× 1","+9"
"Heroic Kel'Thuzad Kill","http://www.hearthpwn.com/decks/92566-heroic-kelthuzad-kill","Warlock Cards","Leeroy Jenkins

× 1","+3"
"[Spark] Demonic Zoo (S9)","http://www.hearthpwn.com/decks/129065-spark-demonic-zoo-s9","Warlock Cards","Power Overwhelming

× 1","+140"
"Down","http://www.hearthpwn.com/decks/200809-down","Hunter Cards","Piloted Shredder

× 2","+3"
"Demon Zoo","http://www.hearthpwn.com/decks/196555-demon-zoo","Warlock Cards","Haunted Creeper

× 2","+4"
"SpareHand Mage!","http://www.hearthpwn.com/decks/202015-sparehand-mage","Mage Cards","Loot Hoarder

× 2","+4"
"Kolento Aggro/Mech Paladin","http://www.hearthpwn.com/decks/203421-kolento-aggro-mech-paladin","Paladin Cards","Blood Knight

× 2","+2"
"[Guide] Mechanization Druid","http://www.hearthpwn.com/decks/202153-guide-mechanization-druid","Druid Cards","The Black Knight

× 1","+3"
"[Havoc] 1st Time Legend Apprentice Mech Mage","http://www.hearthpwn.com/decks/150908-havoc-1st-time-legend-apprentice-mech-mage","Mage Cards","Snowchugger

× 2","+272"
"Top 100 NA Legend CrystNovA's Combo Druid","http://www.hearthpwn.com/decks/185295-top-100-na-legend-crystnovas-combo-druid","Druid Cards","Ancient of Lore

× 2","+7"
"[Myth] Forest Giants","http://www.hearthpwn.com/decks/194262-myth-forest-giants","Druid Cards","Coldlight Oracle

× 1","+6"
"[LEGEND] Shredder Druid 3.0","http://www.hearthpwn.com/decks/146163-legend-shredder-druid-3-0","Druid Cards","Harrison Jones

× 1","+6"
"To Battle! Palawin to Legend","http://www.hearthpwn.com/decks/158201-to-battle-palawin-to-legend","Paladin Cards","Truesilver Champion

× 2","+5"
"All Suited Up","http://www.hearthpwn.com/decks/203051-all-suited-up","Warrior Cards","Molten Giant

× 1","+3"
"Randuin Wrynn the RNG Prophet (GvG)","http://www.hearthpwn.com/decks/142054-randuin-wrynn-the-rng-prophet-gvg","Priest Cards","Piloted Sky Golem

× 1","+4"
"Firebat's Loots - Battle of the Best #3 (#1 - 2015)","http://www.hearthpwn.com/decks/187050-firebats-loots-battle-of-the-best-3-1-2015","Druid Cards","Ancient of Lore

× 2","+4"
"Bestial","http://www.hearthpwn.com/decks/199594-bestial","Druid Cards","Druid of the Claw

× 2","+3"
"Reindeer Games","http://www.hearthpwn.com/decks/159935-reindeer-games","Shaman Cards","Baron Rivendare

× 1","+11"
"MillDruid w/ Tutorial","http://www.hearthpwn.com/decks/185027-milldruid-w-tutorial","Druid Cards","Youthful Brewmaster

× 2","+6"
"Razoir's Last Boss - Legend Minion Mage","http://www.hearthpwn.com/decks/159244-razoirs-last-boss-legend-minion-mage","Mage Cards","Zombie Chow

× 2","+235"
"GvG Secret Mage (Cheap to craft but good)","http://www.hearthpwn.com/decks/119218-gvg-secret-mage-cheap-to-craft-but-good","Mage Cards","Azure Drake

× 2","+3"
"Tinker's amazing sharpsword oil - Weapon deck","http://www.hearthpwn.com/decks/165454-tinkers-amazing-sharpsword-oil-weapon-deck","Rogue Cards","Assassin's Blade

× 2","+3"
"Shockadin by Nookain [LEGEND S11]","http://www.hearthpwn.com/decks/54902-shockadin-by-nookain-legend-s11","Paladin Cards","Abusive Sergeant

× 2","+898"
"[Budget] Painkillers","http://www.hearthpwn.com/decks/68404-budget-painkillers","Warrior Cards","Acolyte of Pain

× 2","+3"
"Rebirth - The ultimate FUN and EFFICIENT deck","http://www.hearthpwn.com/decks/174537-rebirth-the-ultimate-fun-and-efficient-deck","Shaman Cards","Rockbiter Weapon

× 2","+76"
"[LEGEND 666] Warrior of the beast","http://www.hearthpwn.com/decks/199614-legend-666-warrior-of-the-beast","Warrior Cards","Death's Bite

× 2","+3"
"Combo-Control Power Priest","http://www.hearthpwn.com/decks/196536-combo-control-power-priest","Priest Cards","Velen's Chosen

× 2","+6"
"Playerrtwo's Brolic Demonic","http://www.hearthpwn.com/decks/188337-playerrtwos-brolic-demonic","Warlock Cards","Sylvanas Windrunner

× 1","+3"
"Extreme Poverty Mech Shadowpriest","http://www.hearthpwn.com/decks/199169-extreme-poverty-mech-shadowpriest","Priest Cards","Micro Machine

× 2","+3"
"TSR's Druid","http://www.hearthpwn.com/decks/200900-tsrs-druid","Druid Cards","Shade of Naxxramas

× 2","+3"
"[Season 11]Mech Rogue","http://www.hearthpwn.com/decks/188296-season-11-mech-rogue","Rogue Cards","Cold Blood

× 1","+3"
"Haha-you-think-its-mech-mage-but-its-not","http://www.hearthpwn.com/decks/201798-haha-you-think-its-mech-mage-but-its-not","Mage Cards","Annoy-o-Tron

× 1","+8"
"[30-5] WE WILL NEVER BE SLAVES !!!","http://www.hearthpwn.com/decks/194138-30-5-we-will-never-be-slaves","Warrior Cards","Sludge Belcher

× 2","+40"
"Custom deck by arabella-easy to play and win","http://www.hearthpwn.com/decks/194455-custom-deck-by-arabella-easy-to-play-and-win","Mage Cards","Ragnaros the Firelord

× 1","+3"
"Shaman Murloc Fun","http://www.hearthpwn.com/decks/200474-shaman-murloc-fun","Shaman Cards","Leeroy Jenkins

× 1","+4"
"Handy Shammy","http://www.hearthpwn.com/decks/45082-handy-shammy","Shaman Cards","Lightning Storm

× 2","+4"
"Reynad's Rogue - Battle of the Best #3 (#1 - 2015)","http://www.hearthpwn.com/decks/187000-reynads-rogue-battle-of-the-best-3-1-2015","Rogue Cards","Deadly Poison

× 2","+6"
"Face Warrior GvG","http://www.hearthpwn.com/decks/107065-face-warrior-gvg","Warrior Cards","Harvest Golem

× 2","+6"
"Combo-Control Power Priest","http://www.hearthpwn.com/decks/196536-combo-control-power-priest","Priest Cards","Ragnaros the Firelord

× 1","+6"
"Tinker's amazing sharpsword oil - Weapon deck","http://www.hearthpwn.com/decks/165454-tinkers-amazing-sharpsword-oil-weapon-deck","Rogue Cards","Eviscerate

× 2","+3"
"The World Will Burn [LEGEND]","http://www.hearthpwn.com/decks/157588-the-world-will-burn-legend","Rogue Cards","Southsea Deckhand

× 2","+5"
"Greed!","http://www.hearthpwn.com/decks/185564-greed","Priest Cards","Dark Cultist

× 2","+8"
"Kronyk Mech Mage!","http://www.hearthpwn.com/decks/199668-kronyk-mech-mage","Mage Cards","Loatheb

× 1","+36"
"MillDruid w/ Tutorial","http://www.hearthpwn.com/decks/185027-milldruid-w-tutorial","Druid Cards","Tree of Life

× 1","+6"
"Savjz's Rogue - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200781-savjzs-rogue-esl-legendary-series-winter-2014-2015","Rogue Cards","Sprint

× 2","+6"
"SilentStorm's Shaman - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200778-silentstorms-shaman-esl-legendary-series-winter","Shaman Cards","Al'Akir the Windlord

× 1","+6"
